ABF	abej-'Ef
pśilězowanjowu	ps+ilIzoUaJowu
biskopje	biskOpe*^E
harmoněrowanych	harmo'nIrowan3/*+x
kiwknuli	kiwknuli
hejgyn	?ejg3/*+n
syłojaškam	s3/*+wOYas`kam
gyžkotašo	g3/*+s`kOtas`O
wuskokuj	huskOkuj
wobgrěšmej	hObgrIs`mej
zdegraděrowanjow	zdegra'dIrowaJow
skóńcenjam	sk3JtsEJam
juchowjenjoma	juxoUeJOma
pśeškrabaś	ps+Es`krabas+
ekspanděrujmej	EkspandIrujmej
wótpócynjo	w3tp3ts3/*+JO
naźatych	naz+at3/*+x
drobnoniśatu	drObnOJis+atu
pśiźaržował	ps+iz+arz`oUaU
wótsłuchuju	w3tswuxuju
wupšosyli	hups`Os3/*+li
kutšujom	kuts`ujOm
ficlowaštej	fitsloUas`tej
wuzarězowanjach	huzarIzoUaJax
gnojinach	gnOYinax
kjachotanego	kjaxOtanEgO
idealowu	ide'alowu
pómazańca	p3mazaJtsa
preměrowany	prEmIroUan3/*+
geologiskem	geo'logisk*jEm
inspiratorkoma	1nspi'ratOrkOma
wuhajckach	hu?aItskax
pśemudrymi	ps+Emudr3/*+mi
zdemilitarizěrowaneju	zdemilitari'zIrowaneju
skloknjenim	sklOkJeJim
gódnosćecy	gEdnOsts+Ets3/*+
zwósobnjowaneju	zw3sObJoUaneju
pśełajtej	ps+EwaItej
slěknjośo	slIkJOs+O
póswětlowachmy	p3swItloUaxm3/*+
pśirěžmy	ps+irIz`m3/*+
pózdychujucyma	p3zd3/*+xujuts3/*+ma
glědałkowanjow	glIdaUkoUaJow
libotaka	libOtaka
rozwobalonym	rOzwObalOn3/*+m
wandrujucy	wandrujuts3/*+
sracce	sratstsE
pójawje	p3jaUe*^E
nukajucy	nukaIuts3/*+
nadłužonej	nadwuz`Onej
zbutrowachu	zbutroUaxu
wuzbuźowanyma	huzbuz+oUan3/*+ma
Sušowoma	sus`oUOma
wobsedat	hOpsEdat
spśiklamrowaś	sps+iklamroUas+
wuklapanim	huklapaJim
wótežrawajucym	w3tEz`raUaIuts3/*+m
kólbaš	k3lbas`
styridimensionalny	st3/*+ridimEnsiOnaln3/*+
Blazach	blazax
wuskoboźowanjami	huskObEz+oUaJami
zdeforměrowach	zdEfOrmIroUax
rozknapanjach	rOsknapaJax
źiśowe	z+is+oUE
zakreslowaneje	zakrEsloUanejE
spartakiadach	Spartaki'adax
Kašubskeju	ka's`upskeju
zemjelanych	zEme*^Elan3/*+x
wóžnjaŕskich	w3z`Jar*jskix
filetěrowaneje	filE'tIrowanejE
wótspiwaś	w3tspiwas+
konstatowanjach	kOn'statowaJax
zeswinichmy	zEswiJixm3/*+
zaplanujuceje	zaplanujutsejE
zeškrěwachu	zEs`krIwaxu
presbyteriumoju	prEzb3/*+'teriumOYu
gejcarjach	gejtsar*jax
zagrodowy	zagrOdoU3/*+
wukóńconych	huk3JtsOn3/*+x
kapěrowaštej	ka'pIrowas`tej
wopojtego	hOpOYtEgO
małotučkosćoma	'mawOˌtuts`kOsts+Oma
wuwótcynjane	huw3ts3/*+JanE
stenogramoju	Steno'gramOYu
dybjucu	d3/*+bjutsu
zatergujmy	zatErgujm3/*+
tuponosnyma	'tupOˌnOsn3/*+ma
pśiguslujotej	ps+iguslujOtej
zachripach	zaxripax
stepowaŕkach	StEpoUar*jkax
stepowarkach	StEpoUar*jkax
registrěrowańska	reg1st'rIrowaJska
Ryjncowej	r3/*+jntsoUej
nadanych	nadan3/*+x
paralytikarju	para'lytikar*ju
lětaŕska	lItar*jska
zasaklej	zasaklej
natśěguj	nats+Iguj
pśizłotoju	ps+izwOtOYu
cynkotał	ts3/*+NkOtaU
šmadrjeceje	s`madr*jEtsejE
šćerana	s+ts+Erana
racionalizěrujomy	ratsionali'zIrujOm3/*+
šematizujucymi	s`Ematizujuts3/*+mi
pólogrowašćo	p3lOgroUas+ts+O
zaricyjoš	zarits3/*+jOs`
kloranjoma	klOraJOma
pśebasnjenjami	ps+EbasJEJami
pśerubujo	ps+ErubujO
pśitśasowaštej	ps+its+asoUas`tej
pśežranej	ps+Ez`ranej
śěganje	s+IgaJE
rozpołožowanu	rOspoUOz`owanu
dementěrujucy	demEn'tIrujuts3/*+
jabrikaty	jabrikat3/*+
inkonsistentnemu	1nkOnz1stEntnEmu
destabilizěrujucymi	deStabili'zIrujuts3/*+mi
traktěrujuceju	tra'ktIrujutseju
miksowarja	miksoUar*ja
pósmasnimej	p3smasJimej
wódrěmnjenje	w3drImJEJE
spolitizěrowany	spoliti'zIrowan3/*+
astronomijami	astrono'mijami
pśigronjeni	ps+igrOJEJi
multiplicěrowanego	m}ltipli'tsIrowanEgO
pónimcowanjoma	p3JimtsoUaJOma
warkotack	warkOtatsk
pśenaseśenjam	ps+EnasEs+EJam
pśepětosć	ps+EpItOsts+
kopnuchu	kOpnuxu
wustrowjanych	hustroUjan3/*+x
wjeducu	we*^Edutsu
hornistach	hOr'n1stax
zagramjonu	zagramjOnu
skomuźonym	skOmuz+On3/*+m
smjejkanem	sme*^EIkanEm
pśilipanu	ps+ilipanu
pśispórujucego	ps+isp3rujutsEgO
nutśikanym	nuts+ikan3/*+m
nowocasnym	'nowOˌtsasn3/*+m
wótlicowanjow	w3tlitsoUaJow
osi	Osi
pśepówušujucem	ps+Ep3wus`ujutsEm
śernja	s+ErJa
zlipanjami	zlipaJami
nugle	nugl*jE
škóźaku	s`k3z+aku
tekstujmej	tEkstujmej
jězykujucem	jIz3/*+kujutsEm
Rězoju	rIzOYu
pógratym	p3grat3/*+m
europafanami	OY'ropafanami
womywajuce	hOm3/*+waIutsE
wólenjenjeju	w3l*jEJEneju
tśasałej	ts+asaUej
pódgódnosćowanym	p3dgEdnOsts+oUan3/*+m
pśemódrichmej	ps+EmEdrixmej
askorbinowe	askOr'binowE
pśeměstnjujuceje	ps+EmIstJujutsejE
žwałanjow	z`waUaJoU
wobnowjaś	hObnoUjas+
skateboarderkow	skedbOrdErkoU
wužebrjonej	huz`Ebr*jOnej
rybyłojnemu	'r3/*+b3/*+ˌwOYnEmu
dribblowanim	dr1bloUaJim
pśedspiwanym	ps+Etspiwan3/*+m
buwowaneju	buwoUaneju
dozdźaržanemu	dOzdz+arz`anEmu
rozsmasanem	rOssmasanEm
sklamrowanjam	sklamroUaJam
póměseni	p3mIsEJi
dowugranjane	doUugraJanE
zaznanjonyma	zaznaJOn3/*+ma
wótsłapowanym	w3tswapoUan3/*+m
idejoweju	i'dejoweju
wułazenjow	huwazEJoU
drogupokazowarjom	'drOguˌpOkazowar*jOm
wurozpinali	hurOspinali
recensěrujucy	rEtsEnsIrujuts3/*+
źewjeśorakem	z+Ewe*^Es+Orak*jEm
krjejskego	kr*jejsk*jEgO
Groškoma	grOs`kOma
namudrostowany	namudrOstoUan3/*+
uwertirow	uvEr'tirow
kołkujucej	koUkujutsej
specifitu	SpE'tsifitu
zrozcynjachmy	zrOsts3/*+Jaxm3/*+
stykujmy	st3/*+kujm3/*+
dowótpisujośo	doU3tpisujOs+O
śěrjecych	s+Ir*jEts3/*+x
wobmótaju	hObmEtaIu
zagnurcanjoma	zagnurtsaJOma
wubuhani	hubuhaJi
pódkowateju	p3tkoUateju
zwótpadujośo	zw3tpadujOs+O
wobstudnułej	hOpstudnuwej
zagrěbnjenjach	zagrIbJEJax
šejcaŕstwoju	s`ejtsar*jstwOYu
zgłosolijotej	zgwOsOlijOtej
rozkopujomy	rOskOpujOm3/*+
zbajanju	zbaIaJu
Engelskeje	ENgElskejE
pśeroźone	ps+ErOz+OnE
złobjony	zwObjOn3/*+
Gódkoma	gEtkOma
zapipanja	zapipaJa
brudnožołtych	'brudnOˌz`owt3/*+x
eskimaŕskem	Eskimar*jsk*jEm
nawóstśiła	naU3sts+iwa
Małašam	maUas`am
wukrujucemu	hukrujutsEmu
campraka	tsampraka
šmudlackoma	s`mudlatskOma
wósajźaneje	w3saIz+anejE
kšawjašćo	ks`aUjas+ts+O
wukarujucymi	hukarujuts3/*+mi
solwencow	zOl'vEntsow
sopranowa	zo'pranowa
wónimjonemu	w3JimjOnEmu
dozežywjoneje	dOzEz`3/*+wjOnejE
zekśětanim	zEks+ItaJim
wócesani	w3tsEsaJi
slědkběžanjam	slIdgbIz`aJam
wurojnych	hurOYn3/*+x
zakiwnjenjoma	zakiwJeJOma
zastukajotej	zastukaIOtej
zabjakałej	zabjakaUej
dalokospisow	'dalOkOˌspisow
starosćenje	starOsts+EJE
faziskego	fazisk*jEgO
pópušćenjowu	p3pus+ts+EJoUu
šćanjecymi	s+ts+aJEts3/*+mi
nablurajośo	nabluraIOs+O
wudresěrowanego	'hudrEˌsIrowanEgO
napjaceni	napjatsEJi
zwraśanjeju	zwras+aneju
wótlězujucem	w3tlIzujutsEm
wjejucu	we*^EIutsu
zawažujśo	zaUaz`ujs+O
kupjona	kupjOna
wubalansěrowašćo	hubalansIroUas+ts+O
chochołatyma	xOxoUat3/*+ma
janźelske	janz+Elsk*jE
cołnowanymi	tsoUnowan3/*+mi
zamrocona	zamrOtsOna
apetitoma	apE'titOma
wobtśapjomy	hOpts+apjOm3/*+
pśemucnyma	ps+Emutsn3/*+ma
zawjertowašćo	zaUe*^Ertowas+ts+O
kašucem	kas`utsEm
pukotajuceje	pukOtaIutsejE
škótowakoma	s`k3toUakOma
roztutkajom	rOstutkaIOm
zarojskej	zarOYskej
sebjezachowańskem	'sEbe*^EˌzaxowaJsk*jEm
wogonawam	hOgOnaUam
pócowkajtej	p3tsoUkaItej
měsćanarikowu	mIsts+anarikoUu
rymplu	r3/*+mplu
pótłustemu	p3twustEmu
pśetrjefištej	ps+Etr*jEfis`tej
pówitaŕskej	p3witar*jskej
wótpłaśujucym	w3tpwas+ujuts3/*+m
treněruj	trE'nIruj
napjepriło	nape*^EpriwO
skicami	sk1tsami
zezwołajoš	zEzwoUaIOs`
zabawjajucu	zabaUjaIutsu
klapcami	klaptsami
lětkocośo	lItkOtsOs+O
Šćepańcach	s+ts+EpaJtsax
baron	ba'ron
wótwlekowanjowu	w3twl*jEkoUaJowu
zofje	zofe*^E
póśěgowanyma	p3s+IgoUan3/*+ma
chłosćonem	xwOsts+OnEm
wochozańskego	hOxOzaJsk*jEgO
rozpłošujomej	rOspwOs`ujOmej
rytuj	r3/*+tuj
póinforměrujomej	'p31nfOrˌmIrujOmej
pódwónoźonego	p3dw3nOz+OnEgO
štoplujucym	StOplujuts3/*+m
skoordiněruju	skoordi'nIruju
wobdwórjenjeju	hObdw3r*jEneju
atomoweje	a'tomowejE
pśedinstalěrowanych	'ps+Ed1nstaˌlIrowan3/*+x
Tupacu	tupatsu
wótłapowanjoma	w3twapoUaJOma
tregarju	trEgar*ju
gadojta	gadOYta
Ladogajazora	'ladOgaˌjazOra
wusemjenyjoš	husEme*^En3/*+jOs`
stśělbišćom	sts+Ilbis+ts+Om
signěrujucem	zi'gnIrujutsEm
wobslinjanjami	hOpsliJaJami
wułykanjow	huw3/*+kaJoU
ekscentriskeje	Eks'tsEntriskejE
pśecynjyrkami	ps+Ets3/*+J3/*+rkami
wótgrěbnjoneju	w3dgrIbJOneju
wudrapanych	hudrapan3/*+x
Matijaška	matijas`ka
pśidankujoš	ps+idaNkujOs`
skejźbnjanej	skejz+bJanej
nakupjenjeju	nakupe*^Eneju
wuprašćo	hupras+ts+O
skonfiscěrujtej	skOnfis'tsIrujtej
zašlimowa	zas`limoUa
wótzapórowanjach	w3dzap3roUaJax
donaźejaštej	dOnaz+ejas`tej
mopujomej	mOpujOmej
promijowu	prOmijoUu
nužli	nuz`li
zespinkanjeju	zEspiNkaneju
woběrajucemu	hObIraIutsEmu
Halko	halkO
tartanowego	tartanoUEgO
popularizowachmej	pOpula'rizowaxmej
simulěrowanjam	simulIroUaJam
wuwuchrowała	huwuxroUaUa
pulbrjowanej	pulbr*joUanej
boykotěrujom	bOYkO'tIrujOm
měrawkowu	mIraUkoUu
Miklice	miklitsE
likane	likanE
wótlubujomy	w3tlubujOm3/*+
bonoju	bOnOYu
rozkšajaŕni	rOsks`aIar*jJi
fanatikaŕkam	fa'natikar*jkam
fanatikarkam	fa'natikar*jkam
Turjanoma	tur*janOma
chocholackoju	xOxOlatskOYu
Zwady	zwad3/*+
kopolašo	kOpOlas`O
mokšochłodnej	'mOks`OˌxwOdnej
nazymnjejomy	naz3/*+mnejOm3/*+
wuskócyštej	husk3ts3/*+s`tej
suwankach	suwaNkax
woptanyma	hOptan3/*+ma
akulturěrowanja	akultu'rIrowaJa
Cyltowy	ts3/*+ltoU3/*+
pśesranymi	ps+Esran3/*+mi
keźbuj	k*jEz+buj
zamyslujmy	zam3/*+slujm3/*+
klasificěrujomej	klasifi'tsIrujOmej
pśewjerśeli	ps+Ewe*^Ers+Eli
labujuceju	labujutseju
pśeznojt	ps+EznOYt
wótmachajśo	w3tmaxaIs+O
zarjawlili	zar*jaUlili
nawraśaneju	naUras+aneju
zdramatizujśo	zdrama'tizujs+O
paroloma	pa'rolOma
załožowanjam	zaUOz`oUaJam
grabach	grabax
wuluśowi	hulus+oUi
zawjertawowu	zaUe*^Ertawowu
Kózarju	k3zar*ju
Lěwice	lIwitsE
pódgnitem	p3dgJitEm
Mulcyckoma	mults3/*+tskOma
Holanach	hOlanax
hangara	haNgara
wopłaśujucym	hOpwas+ujuts3/*+m
tšubadłowu	ts`ubadwoUu
wóttłuknjom	w3twukJOm
parazitkowu	para'zitkowu
zajěkotanego	zaIIkOtanEgO
napowraśaj	napoUras+aI
akordeonowemu	a'kOrdeOnowEmu
pśiwórało	ps+iw3raUO
napśeśiwnosćoweju	naps+Es+iwnOsts+oUeju
wobzukowali	hObzukoUali
starcatej	startsatej
kreditoroma	krEdi'torOma
kwaslenju	kwasl*jEJu
póhajckanjeju	p3?aItskaneju
Krytśo	kr3/*+ts+O
kumjeltojskeju	kume*^EltOYskeju
Italianaŕkam	i'talianar*jkam
Italianarkam	i'talianar*jkam
zaśiskanjowu	zas+iskaJoUu
pśešerkowatemu	ps+Es`ErkoUatEmu
wótplumpujucej	w3tplumpujutsej
imponěrowaneje	impo'nIrowanejE
Cazaku	tsazaku
skalicami	skalitsami
napóškali	nap3s`kali
jelitakam	jElitakam
leasowachmej	lizoUaxmej
Pjetšykom	pe*^Ets`3/*+kOm
gazownicami	gazoUJitsami
kazanu	kazanu
pśištukujo	ps+is`tukujO
woplěwanjach	hOplIwaJax
Nadborach	nadbOrax
wótkajotej	w3tkaIOtej
glurgotanjam	glurgOtaJam
cybulu	ts3/*+bulu
zarzanje	zarzaJE
ruckuj	rutskuj
błonkatemu	bwONkatEmu
šlakujucem	s`lakujutsEm
cypotało	ts3/*+pOtaUO
zginjonosć	zgiJOnOsts+
kasanju	kasaJu
wótzamkat	w3dzamkat
póchłodkowanju	p3xwOtkoUaJu
woběganych	hObIgan3/*+x
nałatowanjach	naUatoUaJax
kurblowanjeju	kurbloUaneju
Cortach	tsOrtax
pśešćuwachu	ps+Es+ts+uwaxu
měnjaty	mIJat3/*+
pózgubjone	p3zgubjOnE
wobzabydnjone	hObzab3/*+dJOnE
chachnjonymi	xaxJOn3/*+mi
zwótwijajośo	zw3twijaIOs+O
póběźenjow	p3bIz+EJoU
rozštapjoš	rOss`tapjOs`
zesedowało	zEsEdoUaUO
šwarknjenjeju	s`warkJEneju
nawarstowanem	naUarstoUanEm
pśijěło	ps+ijIwO
zapowěźone	zapoUIz+OnE
pśiłapani	ps+iwapaJi
wótwjerśiju	w3twe*^Ers+iju
Dika	dika
darikach	darikax
pśileśeńskich	ps+il*jEs+eJskix
swěcnicy	swItsJits3/*+
dolnosakske	'dOlnOˌzaksk*jE
tšošcyckow	ts`Os`ts3/*+tskoU
interakciji	1ntEr'aktsiji
wjerbam	we*^Erbam
pśepokazanych	ps+EpOkazan3/*+x
pentagrama	pEnta'grama
wótwrośowanjowu	w3trOs+oUaJowu
latentnosćoma	la'tEntnOsts+Oma
wrjodaty	r*jOdat3/*+
wobwónoźujuce	hObw3nOz+ujutsE
bijadłarjowu	bijadwar*joUu
brožańskem	brOz`aJsk*jEm
wuryśami	hur3/*+s+ami
zatknjoneje	zatkJOnejE
skarstowanym	skarstoUan3/*+m
našlampajoš	nas`lampaIOs`
namydlenje	nam3/*+dlejJE
jamowanu	jamoUanu
kristalografijoma	kr1s'talo'grafijOma
słapyjotej	swap3/*+jOtej
Górmusa	gErmusa
zamachujuceje	zamaxujutsejE
wusypowanjowu	hus3/*+poUaJowu
zacementěrowanjow	zatsemEn'tHIrowaJow
tultkowu	tultkoUu
zwěrowałej	zwIroUaUej
znjerodnjonu	zJErOdJOnu
faraŕka	farar*jka
fararka	farar*jka
štopowanju	s`tOpoUaJu
wokšomce	hOks`OmtsE
dajawami	daIaUami
pśichylowanych	ps+ix3/*+loUan3/*+x
kulowacka	kuloUatska
wótdiskutěrujomy	w3d1sku'tHIrujOm3/*+
pótergnjenjow	p3tErgnejJoU
Grackoma	gratskOma
rozmóźenjow	rOzmEz+EJoU
wobjěsno	hObjIsnO
napśibijanjami	naps+ibijaJami
kinematikach	kine'ma:t1kax
wuskutk	huskutk
rozbytšnjonych	rOzb3/*+ts`JOn3/*+x
Tymanoju	t3/*+manOYu
wuźělowarjoma	huz+IloUar*jOma
Dalmatiska	dal'ma:tiska
łoźu	wOz+u
nasukajtej	nasukaItej
wójwańskem	w3jwaJsk*jEm
debitalbuma	de'bi:'alb}ma
specializěrowanim	spetsjal*ji'zIrowaJim
datšana	dats`ana
wobgóspodarjujuceju	hObgEspOdar*jujutseju
dernowanju	dErnoUaJu
Barbukaŕkam	barbukar*jkam
Barbukarkam	barbukar*jkam
karambulažu	kHarambu'la:z`u
wobźergajomy	hObz+ErgaIOm3/*+
obligaciji	obl*ji'gatsiji
delicioznego	del*ji'tsjoznEgO
interpretowali	1ntEr'pretowal*ji
dwójokólejatymi	'dw3jO'k3lejat3/*+mi
pśinanku	ps+inaNku
pósłužowarjam	p3swuz`oUar*jam
pśitłukowanje	ps+itwukoUaJE
šlachecka	s`laxEtska
słužbywugbajucym	'swuz`b3/*+'hugbaIuts3/*+m
guslonyma	guslOn3/*+ma
wusokokaratowe	'husOkOkHa'ra:towE
Solnogrodam	sOlnOgrOdam
pśešaltowachu	ps+Es`altoUaxu
wótlimowanu	w3tl*jimoUanu
pasiońska	pa'sjOJska
pacnje	patsJE
rozmjelali	rOzme*^Elal*ji
karambulěrowašo	kHarambu'lIrowas`O
mótanje	mEtaJE
bźezcasowem	bz+EstsasoUEm
malolibicańskej	malOl*jibitsaJskej
pśewěsćiło	ps+EwIsts+iwO
tergaŕce	tErgar*jtsE
tergarce	tErgar*jtsE
Stoporow	stOpOroU
Seychellaŕki	ze'SElar*jki
Seychellarki	ze'SElar*jki
zeswójźbowanych	zEsw3jz+boUan3/*+x
pśeśacanjami	ps+Es+atsaJami
bušwicki	bus`witski
briketownjam	br*ji'kHEtowJam
liechtensteinska	l1Ctn;StaInska
dowótpisujtej	doU3tpisujtej
zabajanych	zabaIan3/*+x
planetoidow	planeto'idow
njamašnemu	Jamas`nEmu
spuchowego	spuxoUEgO
wupśerostowašćo	hups+ErOstoUas+ts+O
pśepakosćenjow	ps+EpakOsts+EJoU
pśepśimujomy	ps+Eps+imujOm3/*+
nanosych	nanOs3/*+x
kśikami	ks+ikami
moldawskim	mOl'da:fskim
nomadowych	no'ma:dow3/*+x
abstraktnosćami	ap'straktnOsts+ami
papjeranymi	pape*^Eran3/*+mi
pópłactej	p3pwatstej
pśizwólijom	ps+izw3l*jijOm
zaswitujucym	zaswitujuts3/*+m
wuznojujucej	huznOYujutsej
poroznosćow	poroznOsts+oU
połwałmjanych	poUaUmjan3/*+x
woblagowane	hOblagoUanE
parasol	para'zol
iritěrowachu	1r*ji'tHIrowaxu
Tarniki	tarJiki
městnikojstwami	mIstJikOYstwami
nagučkeje	naguts`kejE
wobgrabowałej	hObgraboUaUej
wótšćěpiła	w3ts+ts+Ipiwa
napśesmraźowaneju	naps+Esmraz+oUaneju
kefirami	kefirami
wótwobrośiłej	w3thObrOs+iwej
kyrcytej	k3/*+rts3/*+tej
zwjaselowanego	zwjasEloUanEgO
źimajucem	z+imaIutsEm
pśekśiknušćo	ps+Eks+iknus+ts+O
zlagowach	zlagoUax
serbšćinarjoma	sErps+ts+inar*jOma
asistence	as1'stEntsE
pógóršota	p3gErs`Ota
šuskateju	s`uskateju
kuknjenjam	kuknejJam
glurganju	glurgaJu
glasejowem	gla'sejowEm
pśeprochnawjonej	ps+EprOxnaUjOnej
tamaneje	tamanejE
geomjawcawy	'geo'mjawtsaw3/*+
roześacona	rOzEs+atsOna
rozbyrkanyma	rOzb3/*+rkan3/*+ma
zajmjetem	zaIme*^EtEm
wuswaryju	huswar3/*+ju
sackowu	satskoUu
rozpśewóstśijoš	rOsps+Ew3sts+ijOs`
wulaśim	hulas+im
glědanišćow	gl*jIdaJis+ts+oU
žerjatego	z`Er*jatEgO
zwótkupowanjam	zw3tkupoUaJam
zmurjujucymi	zmur*jujuts3/*+mi
krajnaŕki	kraInar*jki
krajnarki	kraInar*jki
mensurach	mEn'zu:rax
pileńcam	pilejJtsam
wótskazujo	w3tskazujO
prědglědanim	pr*jIdgl*jIdaJim
pódwójujuceju	p3dw3jujutseju
drezina	drE'zi:na
słabotowu	swabOtoUu
staručkima	staruts`kima
Śeśeńcow	s+Es+ejJtsoU
plěśatymi	pl*jIs+at3/*+mi
pśeběžane	ps+EbIz`anE
wupódpalowanjowu	hup3tpaloUaJowu
zaklawsolěrowachu	zaklaUzO'lIrowaxu
pśipowjesnjonyma	ps+ipoUe*^EsJOn3/*+ma
pśedkreslowana	ps+EtkrEsloUana
pózłośowanymi	p3zwOs+oUan3/*+mi
angažujuceju	aNga'z`ujutseju
kursistkow	k}r'z1stkow
wótšmarnowachu	w3ts`marnoUaxu
balkańskego	balkaJsk*jEgO
etnikum	etn1k}m
krjudowała	kr*judoUaUa
wótkšajanjam	w3tks`aIaJam
Euphratoma	OYfratOma
spóběgujomy	sp3bIgujOm3/*+
stelažu	stE'la:z`u
rozpyrjaneje	rOsp3/*+r*janejE
krice	kr*jitsE
wusćełałej	husts+EwaUej
stolětneju	stOl*jItneju
nałapjom	naUapjOm
zacapocćo	zatsapOtsts+O
pśispinkowanjow	ps+ispiNkoUaJow
dybnuchmy	d3/*+bnuxm3/*+
referencu	refE'rEntsu
promenadami	promE'na:dami
brjeńcucymi	brejJtsuts3/*+mi
pógóspodarjowało	p3gEspOdar*joUaUO
pśekałowaštej	ps+EkaUoUas`tej
Bawork	baUOrk
pólizowachmej	p3l*jizoUaxmej
pěstowe	pIstoUE
rozesćelomej	rOzEsts+ElOmej
zatucnjone	zatutsJOnE
našariła	nas`ar*jiwa
wótstuźmy	w3tstuz+m3/*+
nalětane	nal*jItanE
tšurnimy	ts`urJim3/*+
głupjeńcujucej	gwupejJtsujutsej
zlegalizěrowanymi	zlegal*ji'zIrowan3/*+mi
našparanemu	nas`paranEmu
sněgowi	sJIgoUi
pśisćel	ps+ists+El
wótrubanu	w3trubanu
śamnikojstwoma	s+amJikOYstwOma
baktericidom	bakter*ji'tsi:dOm
rozwólnucoma	rOzw3lnutsOma
frontowemu	frOntoUEmu
pódwjeźo	p3dwe*^Ez+O
wobkwasowali	hOpkwasoUal*ji
furněrujucych	fur'nIrujuts3/*+x
wobslěpjanu	hOpsl*jIpjanu
kšomkaty	ks`Omkat3/*+
rozbólmej	rOzb3lmej
zmachtanem	zmaxtanEm
sćěnkowachmej	sts+INkoUaxmej
Městach	mIstax
woklepiś	hOkl*jEpis+
wuplumpowachmy	huplumpoUaxm3/*+
rozmóźowana	rOzmEz+oUana
zreorganizěrowašćo	zreOrgani'zIrowas+ts+O
rozskubanjach	rOskubaJax
štepowanem	s`tEpoUanEm
pryšćachmy	pr3/*+s+ts+axm3/*+
rozmócowała	rOzmEtsoUaUa
rapsodiskimi	ra'psodiskimi
zezarzćo	zEzarsts+O
zachuźiło	zaxuz+iwO
pśilětašćo	ps+il*jItas+ts+O
hampjucym	?ampjuts3/*+m
deistiskem	de'1stisk*jEm
inkwiziciskim	1nkvi'zitsiskim
defloracija	deflo'ratsija
Łosaku	wOsaku
dłujkajuceje	dwujkaIutsejE
procedurow	protse'du:row
zawólowanje	zaU3loUaJE
zablinkotanjoma	zabl*jiNkOtaJOma
pódpósłuchachu	p3tp3swuxaxu
wótrězowane	w3tr*jIzoUanE
inwariabelnym	1nva'rja:bEln3/*+m
wuwažyjomej	huwaz`3/*+jOmej
słužbywugbaśarstwami	'swuz`b3/*+'hugbas+ar*jstwami
słužbywugbaśaŕstwami	'swuz`b3/*+'hugbas+ar*jstwami
nastajujucymi	nastaIujuts3/*+mi
barani	baraJi
Basćišam	basts+is`am
woganjachmy	hOgaJaxm3/*+
carjewitšowu	tsa'revits`owu
mjazkowanym	mjaskoUan3/*+m
wuzdźecymi	huzdz+Ets3/*+mi
pśiwuznaśeju	ps+iwuznas+eju
nowelistku	novE'l1stku
pśedobydnjośo	ps+EdOb3/*+dJOs+O
rojeńskem	rOYejJsk*jEm
zlateju	zlateju
pśeboksujomy	ps+EbOksujOm3/*+
pśedrozgranjanjowu	ps+EdrOzgraJaJoUu
wukwitujuceju	hukwitujutseju
słodawam	swOdaUam
rozwjergałej	rOzwe*^Ergawej
pśirodnem	ps+irOdnEm
wukopnjenjow	hukOpnejJoU
wogramnjona	hOgramJOna
wótłupnjonego	w3twupJOnEgO
wulinjonym	hul*jiJOn3/*+m
dopisanjow	dOpisaJoU
gódajuceju	gEdaIutseju
smjerźece	sme*^Erz+EtsE
tśismužkowe	ts+ismus`koUE
zelenjachu	zElejJaxu
zachachanjow	zaxaxaJoU
singularetantumje	z1Ngu'la:rE'tHant}me*^E
wuparjował	hupar*joUaU
pšažymy	ps`az`3/*+m3/*+
wukipjom	hukipjOm
pśepasujucym	ps+Epasujuts3/*+m
wótdalnjowanjach	w3dalJoUaJax
pěškarskego	pIs`kar*jsk*jEgO
pěškaŕskego	pIs`kar*jsk*jEgO
žadach	z`adax
wótpłunjujuce	w3tpwuJujutsE
Sedlišćanarjam	sEdl*jis+ts+anar*jam
zwucujuceju	zwutsujutseju
pótšašenju	p3ts`as`EJu
studowanim	s`tu:dowaJim
pśinaroźowanje	ps+inarOz+oUaJE
wiźechmy	wiz+Exm3/*+
pśipaloneje	ps+ipalOnejE
toboma	tObOma
pśetwarjowaŕ	ps+Etwar*joUar*j
późata	p3z+ata
chlumpjotej	xlumpjOtej
rozsekujucyma	rOsEkujuts3/*+ma
pócaknjenjeju	p3tsaknejneju
rědkosćowu	r*jItkOsts+oUu
rozwijujomy	rOzwijujOm3/*+
konkursne	kHON'kH}rsnE
pśipópadujmy	ps+ip3padujm3/*+
gjarnyškowe	gjarn3/*+s`koUE
zaplapnimy	zaplapJim3/*+
wótšacowało	w3ts`atsoUaUO
zderbni	zdErbJi
rozšćěpnjonyma	rOss+ts+IpJOn3/*+ma
klakotajucej	klakOtaIutsej
źěłarstwoweju	z+Iwar*jstwoUeju
źěłaŕstwoweju	z+Iwar*jstwoUeju
Michel	m1CEl
wukidaneje	hukidanejE
zepśikšywaneju	zEps+iks`3/*+waneju
slobrowymi	slObroU3/*+mi
napśiscynjanymi	naps+ists3/*+Jan3/*+mi
pśimontěrujucej	ps+imOn'tHIrujutsej
statna	s`ta:tna
dwójotykacowu	dw3jOt3/*+katsoUu
gubicoma	gubitsOma
wuwiskowaneje	huwiskoUanejE
naběžachu	nabIz`axu
měchami	mIxami
bobrowyma	bObroU3/*+ma
šapotany	s`apOtan3/*+
zdegenerěrujo	zdegene'rIrujO
powrośenjam	poUrOs+EJam
wóttśěsoneju	w3ts+IsOneju
wujachat	hujaxat
